철도운영기관명,선명,역명,철도운영기관코드,선코드,역코드,출입구번호,위치,시작층명,시작운행층수,종료층명,종료운행층수,정원수,정원무게,승강기상태,승강기번호
,5호선,굽은다리(강동구민회관앞),S1,5,2551,내부,길동 방면6-3,지하,2,지하,1,15,1000.00,,
,5호선,굽은다리(강동구민회관앞),S1,5,2551,내부,"명일 방면3-2, 3-3 사이",지하,2,지하,1,15,1000.00,,
,5호선,굽은다리(강동구민회관앞),S1,5,2551,2,2번 출구 측,지하,1,지상,1,17,1150.00,,
,5호선,명일,S1,5,2552,내부,굽은다리 방면5-2,지하,2,지하,1,15,1000.00,,
,5호선,명일,S1,5,2552,내부,"고덕 방면4-3, 4-4 사이",지하,2,지하,1,15,1000.00,,
,5호선,명일,S1,5,2552,3,"3,4번 출구 사이",지하,1,지상,1,11,750.00,,
,5호선,고덕,S1,5,2553,내부,명일 방면4-1,지하,2,지하,1,15,1000.00,,
,5호선,고덕,S1,5,2553,내부,상일동 방면6-1,지하,2,지하,1,15,1000.00,,
,4호선,숙대입구(갈월),S1,4,427,내부,서울역 방면8-1,지하,2,지하,1,15,1000.00,,
,4호선,숙대입구(갈월),S1,4,427,내부,삼각지 방면3-3,지하,2,지하,1,15,1000.00,,
,4호선,숙대입구(갈월),S1,4,427,10,10번 출구 측,지하,1,지상,1,15,1000.00,,
,4호선,삼각지,S1,4,428,내부,숙대입구 방면4-3,지하,2,지하,1,15,1000.00,,
,4호선,삼각지,S1,4,428,내부,신용산 방면7-2,지하,2,지하,1,15,1000.00,,
,4호선,삼각지,S1,4,428,"1,2","1,2번 출구 측",지하,1,지상,1,15,1000.00,,
,4호선,삼각지,S1,4,428,"5,6","5,6번 출구 측",지하,1,지상,1,15,1000.00,,
,4호선,삼각지,S1,4,428,3,3번 출구 측,지하,1,지상,1,15,1000.00,,
,4호선,신용산,S1,4,429,내부,삼각지 방면8-2,지하,2,지하,1,15,1000.00,,
,1호선,용산,KR,1,135,1,1F( 남영역 방향 승강장 5-1앞) 3F(전철 출입 게이트앞),지상,1,지상,3,15,1000.00,,
,1호선,노량진,KR,1,136,2,2번 출입구 에스컬레이터 옆                                      ,지상,1,지상,3,15,1000.00,,
,1호선,영등포,KR,1,139,,"(B5, B4, B3, B2, B1, 1F, 2F, 3F) 내부 직원 이동용",지하,5,지상,3,13,900.00,,
,1호선,영등포,KR,1,139,,(3F) 표 내는 곳 내 신길역 방향 1번 승강장 방면 (1F) 신길역 방향 1번 승강장,지상,1,지상,3,13,900.00,,
,인천2호선,검단사거리,IC,I2,203,,(B2) 고객안내센터 옆(B3) 왕길역 방향 승강장 출입문 2-3 옆,지하,2,지하,1,17,1150.00,,
,인천2호선,인천대공원,IC,I2,226,1,(1F) 1번 출입구 근처(2F) 역사 출입문 앞,지상,1,지상,2,17,1150.00,,
,인천2호선,인천대공원,IC,I2,226,,"(2F) 고객안내센터 옆 (3F) 에스컬레이터 3,4호기 앞",지상,2,지상,3,17,1150.00,,
,인천2호선,인천대공원,IC,I2,226,,"(2F) 화장실 뒤 (3F) 에스컬레이터 5,6호기 앞",지상,2,지상,3,17,1150.00,,
,인천2호선,운연,IC,I2,227,,"(B1) 인천대공원역 방향 승강장 1-3 출입문 앞(1F) 에스컬레이터 1,2호기 옆",지하,1,지상,1,17,1150.00,,
,인천2호선,운연,IC,I2,227,,"(B1) 종착역 승강장 1-3 출입문 앞(1F) 에스컬레이터 3,4호기 옆",지하,1,지상,1,17,1150.00,,
,인천1호선,선학,IC,I1,128,3,(1F) 3번 출입구 앞(B1) 대합실 화장실 옆,지하,1,지상,1,17,1150.00,,
,인천1호선,신연수,IC,I1,129,1,(1F) 1번 출입구 앞(B1) 화장실 옆,지하,1,지상,1,17,1150.00,,
,인천1호선,신연수,IC,I1,129,,(B1) 고객안내센터 앞(B2) 원인재역 방향 승강장 4-3 출입문 앞,지하,2,지하,1,15,1000.00,,
,인천1호선,신연수,IC,I1,129,4,(1F) 4번 출입구 앞(B1) 대합실 표 내는 곳 앞,지하,1,지상,1,17,1150.00,,
,6호선,고려대(종암),S1,6,2641,"3,4","3,4번 출구 사이",지하,1,지상,1,15,1000.00,,
,인천1호선,원인재,IC,I1,130,,(B2) 신연수역 방향 승강장 3-4 열차 출입문 앞(B1) 신연수역 방향 열차 승강장 방향,지하,2,지하,1,15,1000.00,,
,인천1호선,원인재,IC,I1,130,,(B2) 동춘역 방향 승강장 6-1 열차 출입문 앞(B1) 동춘역 방향 열차 승강장 방향,지하,2,지하,1,15,1000.00,,
,인천1호선,원인재,IC,I1,130,"1,6",(B1) 1번/6번 출입구 방향(1F) 6번 출입구 뒤,지하,1,지상,1,17,1150.00,,
,신분당선,상현,DX,D1,4317,,(B1) 광교중앙역 방향 승강장 방면 에스컬레이터 옆 (B3) 광교중앙역 방향 승강장 3-4에서 4-1 출입문 사이,지하,3,지하,1,15,1000.00,,
,신분당선,상현,DX,D1,4317,,(B1) 성복역 방향 승강장 방면 에스컬레이터 옆 (B3) 성복역 방향 승강장 3-4에서 4-1 출입문 사이,지하,3,지하,1,15,1000.00,,
,신분당선,광교중앙(아주대),DX,D1,4318,"1,2",(1F) 1번/2번 출입구 사이 엘리베이터(B1) 버스환승센터 중앙 1번/2번 출입구 방향,지하,2,지상,1,15,1000.00,,
,신분당선,광교중앙(아주대),DX,D1,4318,"3,4","(1F) 3번/4번 출입구 사이 엘리베이터(B1) 버스환승센터 중앙, 3번/4번 출입구 방향",지하,2,지상,1,15,1000.00,,
,6호선,삼각지,S1,6,2629,내부,환승통로,지하,4,지하,3,24,1600.00,,
,6호선,녹사평(용산구청),S1,6,2630,내부,"삼각지 방면4-3, 이태원 방면5-1",지하,5,지하,4,15,1000.00,,
,6호선,녹사평(용산구청),S1,6,2630,내부,대합실,지하,4,지하,2,15,1000.00,,
,6호선,녹사평(용산구청),S1,6,2630,3,3번 출구 측,지하,2,지상,1,15,1000.00,,
,6호선,이태원,S1,6,2631,내부,"녹사평 방면3-1, 한강진 방면6-3",지하,5,지하,1,15,1000.00,,
,6호선,이태원,S1,6,2631,2,2번 출구 측,지하,1,지상,1,15,1000.00,,
,6호선,한강진,S1,6,2632,내부,이태원 방면5-2,지하,4,지하,3,15,1000.00,,
,6호선,한강진,S1,6,2632,내부,버티고개 방면4-2,지하,4,지하,1,15,1000.00,,
,6호선,한강진,S1,6,2632,3,3번 출구 측,지하,1,지상,1,15,1000.00,,
,6호선,버티고개,S1,6,2633,내부,한강진 방면5-3,지하,3,지하,2,11,750.00,,
,6호선,버티고개,S1,6,2633,내부,약수 방면4-2,지하,2,지하,1,15,1000.00,,
,6호선,버티고개,S1,6,2633,내부,대합실,지하,4,지하,3,11,750.00,,
,6호선,버티고개,S1,6,2633,내부,대합실,지하,4,지하,3,11,750.00,,
,6호선,버티고개,S1,6,2633,2,2번 출구 측,지하,1,지상,1,15,1000.00,,
,6호선,약수,S1,6,2634,내부,버티고개 방면5-1,지하,3,지하,2,15,1000.00,,
,인천1호선,동막,IC,I1,132,,(B2) 테크노파크역 방향 승강장 5-1 열차 출입문 앞(B1) 테크노파크역 방향 열차 승강장 방향,지하,2,지하,1,15,1000.00,,
,인천1호선,캠퍼스타운,IC,I1,133,,(B2) 동막역 방향 승강장 4-4 열차 출입문 앞(B1) 동막역 방향 열차 승강장 방향,지하,2,지하,1,18,1190.00,,
,2호선,교대(법원·검찰청),S1,2,223,내부,서초 방면3-1,지하,2,지하,1,15,1000.00,,
,2호선,교대(법원·검찰청),S1,2,223,내부,강남 방면8-4,지하,2,지하,1,15,1000.00,,
,인천1호선,캠퍼스타운,IC,I1,133,,"(B2) 캠퍼스타운역 방향 승강장 4-4,동춘역 방향 5-1 열차 출입문 앞(B1) 대합실 표 내는 곳 안 쪽",지하,2,지하,1,18,1190.00,,
,1호선,석계,KR,1,120,"1,6",대합실 중앙,지하,1,지상,1,13,900.00,,
,인천1호선,캠퍼스타운,IC,I1,133,1,(B1) 1번 출입구 방향(1F) 1번 출입구 뒤,지하,1,지상,1,18,1190.00,,
,인천1호선,캠퍼스타운,IC,I1,133,2,(B1) 2번 출입구 방향(1F) 2번 출입구 뒤,지하,1,지상,1,18,1190.00,,
,인천1호선,캠퍼스타운,IC,I1,133,"3,4","(B1) 3,4번 출입구 방향(1F) 3번 출입구 뒤",지하,1,지상,1,18,1190.00,,
,인천1호선,테크노파크,IC,I1,134,,(B2) 캠퍼스타운역 방향 승강장 5-1 열차 출입문 앞(B1) 캠퍼스타운역 방향 열차 승강장 방향,지하,2,지하,1,18,1190.00,,
,인천1호선,테크노파크,IC,I1,134,,(B2) 지식정보단지역 방향 승강장 5-1 열차 출입문 앞(B1) 지식정보단지역 방향 열차 승강장 방향,지하,2,지하,1,18,1190.00,,
,인천1호선,테크노파크,IC,I1,134,3,(B1) 3번 출입구 방향(1F) 3번 출입구 뒤,지하,1,지상,1,18,1190.00,,
,인천1호선,인천대입구,IC,I1,136,,(B2) 센트럴파크역 방향 승강장 4-1 열차 출입문 앞(B1) 센트럴파크역 방향 열차 승강장 방향,지하,2,지하,1,18,1190.00,,
,6호선,약수,S1,6,2634,내부,청구 방면4-4,지하,3,지하,2,15,1000.00,,
,6호선,약수,S1,6,2634,내부,버티고개 방면6-1,지하,3,지하,1,15,1000.00,,
,6호선,청구,S1,6,2635,내부,"신금호 방면5-3, 동대문역사문화공원 방면4-1",지하,4,지하,3,15,1000.00,,
,6호선,청구,S1,6,2635,내부,대합실,지하,3,지하,1,15,1000.00,,
,6호선,청구,S1,6,2635,내부,대합실,지하,3,지하,1,15,1000.00,,
,6호선,청구,S1,6,2635,3,3번 출구 측,지하,1,지상,1,15,1000.00,,
,6호선,청구,S1,6,2635,1,1번 출구 측,지하,1,지상,1,15,1000.00,,
,6호선,신당,S1,6,2636,내부,"청구 방면5-3, 동묘앞 방면4-2",지하,3,지상,1,15,1000.00,,
,6호선,동묘앞,S1,6,2637,내부,"신당 방면5-3, 창신 방면4-2",지하,3,지하,2,15,1000.00,,
,6호선,동묘앞,S1,6,2637,내부,"신당 방면8-4, 창신 방면1-1",지하,3,지하,2,15,1000.00,,
,6호선,창신,S1,6,2638,내부,"동묘앞 방면4-2, 보문 방면5-3",지하,4,지하,1,15,1000.00,,
,6호선,창신,S1,6,2638,"3,4","3,4번 출구 사이",지하,1,지상,1,15,1000.00,,
,6호선,창신,S1,6,2638,2,2번 출구 측,지하,1,지상,1,24,1600.00,,
,6호선,보문,S1,6,2639,내부,"창신 방면4-4 , 안암 방면5-1",지하,3,지하,2,15,1000.00,,
,6호선,안암(고대병원앞),S1,6,2640,내부,보문 방면5-2,지하,3,지하,2,15,1000.00,,
,6호선,안암(고대병원앞),S1,6,2640,내부,고려대 방면4-3,지하,3,지하,2,15,1000.00,,
,6호선,안암(고대병원앞),S1,6,2640,1,1번 출구 측,지하,2,지상,1,15,1000.00,,
,6호선,고려대(종암),S1,6,2641,내부,안암 방면6-2,지하,4,지하,1,15,1000.00,,
,6호선,고려대(종암),S1,6,2641,내부,월곡 방면3-2,지하,4,지하,1,15,1000.00,,
,6호선,고려대(종암),S1,6,2641,1,1번 출구 측,지하,1,지상,1,15,1000.00,,
,6호선,월곡(동덕여대),S1,6,2642,내부,고려대 방면4-4,지하,3,지하,2,15,1000.00,,
,6호선,월곡(동덕여대),S1,6,2642,내부,상월곡 방면4-4,지하,3,지하,2,15,1000.00,,
,6호선,월곡(동덕여대),S1,6,2642,"1,5","1,5번 출구 사이",지하,2,지상,1,15,1000.00,,
,6호선,상월곡(한국과학기술연구원),S1,6,2643,4,4번 출구 측,지하,2,지상,1,15,1000.00,,
,6호선,상월곡(한국과학기술연구원),S1,6,2643,내부,신내방면(8-4),지하,2,지하,3,10,750.00,,
,6호선,상월곡(한국과학기술연구원),S1,6,2643,내부,응암방면(1-4),지하,2,지하,3,10,750.00,,
,6호선,돌곶이,S1,6,2644,내부,상월곡 방면4-4,지하,2,지하,1,15,1000.00,,
,6호선,돌곶이,S1,6,2644,내부,석계 방면4-4,지하,2,지하,1,15,1000.00,,
,6호선,돌곶이,S1,6,2644,3,3번 출구 측,지하,1,지상,1,15,1000.00,,
,신분당선,수지구청,DX,D1,D15,"3,4","(1F)  3번, 4번 출입구 중간(B1) 발매기 53호기 앞",지하,1,지상,1,15,1000.00,,
,6호선,석계,S1,6,2645,내부,돌곶이 방면3-3,지하,3,지하,2,15,1000.00,,
,신분당선,수지구청,DX,D1,D15,,(B1) 대합실 표내는 곳 안쪽 통로 성복역 방향(B2) 성복역 방향 승강장 3-4 출입문 앞,지하,3,지하,1,15,1000.00,,
,용인에버라인,삼가,EV,E1,Y116,,(2F) 1번 출입구 표 내는 곳 근처(3F) 초당역 방향 승강장,지상,2,지상,4,13,900.00,,
,용인에버라인,삼가,EV,E1,Y116,,(2F) 3번 출입구 표 내는 곳 근처(3F) 시청?용인대역 방향 승강장 ,지상,2,지상,4,13,900.00,,
,인천1호선,센트럴파크,IC,I1,137,,(B2) 인천대입구역 방향 승강장 5-1 열차 출입문 앞(B1) 인천대입구역 방향 열차 승강장 방향,지하,2,지하,1,18,1190.00,,
,1호선,진위,KR,1,P161,2,1층 2번출구 / 2층 이동통로,지상,1,지상,2,15,1000.00,,
,인천1호선,센트럴파크,IC,I1,137,,(B2) 국제업무지구역 방향 승강장 4-4 열차 출입문 앞(B1) 국제업무지구역 방향 열차 승강장 방향,지하,2,지하,1,18,1190.00,,
,인천1호선,센트럴파크,IC,I1,137,3,(B1) 3번 출입구 방향(1F) 3번 출입구 뒤,지하,1,지상,1,18,1190.00,,
,1호선,주안,KR,1,156,"1,2,3,4",선상 상행 계단 옆,지상,1,지상,2,15,1000.00,,
,1호선,주안,KR,1,156,"1,2,3,4",선상 하행 계단 옆,지상,1,지상,2,15,1000.00,,
,2호선,역삼,S1,2,221,내부,선릉 방면7-3,지하,2,지하,1,13,1000.00,,
,2호선,역삼,S1,2,221,내부,강남 방면4-1,지하,2,지하,1,15,1000.00,,
,2호선,역삼,S1,2,221,3,3번 출구 측,지하,1,지상,1,11,1000.00,,
,2호선,강남,S1,2,222,내부,역삼 방면8-1,지하,2,지하,1,15,1000.00,,
,2호선,강남,S1,2,222,내부,교대 방면3-4,지하,2,지하,1,15,1000.00,,
,2호선,강남,S1,2,222,1,1번 출구 측,지하,1,지상,1,15,1000.00,,
,2호선,강남,S1,2,222,10,10번 출구 측,지하,1,지상,1,13,1000.00,,
,2호선,교대(법원·검찰청),S1,2,223,5,5번 출구 측,지하,1,지상,1,15,1000.00,,
,2호선,서초,S1,2,224,내부,교대 방면2-4,지하,2,지하,1,13,900.00,,
,2호선,서초,S1,2,224,내부,방배 방면9-1,지하,2,지하,1,13,900.00,,
,경의중앙,이촌,KR,K4,K111,,(1F) 용산역 방향 승강장 4-1 출입문 앞 ,지하,1,지상,1,15,1000.00,,
,2호선,서초,S1,2,224,1,1번 출구 측,지하,1,지상,1,15,1000.00,,
,2호선,서초,S1,2,224,4," 3,4번 출구 측",지하,1,지상,1,15,1000.00,,
,2호선,방배,S1,2,225,내부,서초 방면8-3,지하,2,지하,1,11,750.00,,
,2호선,방배,S1,2,225,내부,사당 방면3-1,지하,2,지하,1,11,750.00,,
,1호선,주안,KR,1,156,,지하 상행 계단 옆,지하,1,지상,1,15,1000.00,,
,1호선,도화,KR,1,157,"1,2","(2층) 맞이방 1, 2번 출입구 근처",지상,1,지상,2,15,1000.00,,
,인천1호선,부평삼거리,IC,I1,122,,(B1) 고객안내센터 옆(B4) 간석오거리역 방향 승강장 2-2 출입문 앞,지하,1,지하,1,15,1000.00,,
,1호선,송탄,KR,1,P162,,(1F) 진위역 방향 승강장 7-4(2F) 맞이방 주출입구 옆,지상,1,지상,2,15,1000.00,,
,인천1호선,간석오거리,IC,I1,123,,(B1) 고객안내센터 옆(B2) 기능실 복도 옆(B3) 대합실(B4) 부평삼거리역 방향 승강장 4-2 출입문 앞,지하,4,지하,1,15,1000.00,,
,6호선,석계,S1,6,2645,내부,태릉입구 방면6-2,지하,3,지하,2,15,1000.00,,
,6호선,석계,S1,6,2645,1,1번 출구 측,지하,2,지상,1,15,1000.00,,
,6호선,석계,S1,6,2645,4,4번 출구 측,지하,2,지상,1,15,1000.00,,
,6호선,태릉입구,S1,6,2646,내부,석계 방면5-3,지하,2,지하,1,15,1000.00,,
,6호선,태릉입구,S1,6,2646,내부,화랑대 방면3-4,지하,2,지하,1,15,1000.00,,
,인천1호선,간석오거리,IC,I1,123,,(B1) 고객안내센터 맞은편(B2) 기능실 복도 옆(B3) 대합실(B4) 인천시청 방향 승강장 5-2 출입문 앞,지하,4,지하,1,15,1000.00,,
,인천1호선,간석오거리,IC,I1,123,5,(1F) 5번 출입구 앞(B1) 5번 출입구 방향 대합실,지하,1,지상,1,15,1000.00,,
,3호선,삼송,KR,3,318,6,(B1) 6번 출입구 앞,지하,1,지상,1,15,1000.00,,
,인천1호선,인천시청,IC,I1,124,,(B1) 고객안내센터 옆(B2) 간석오거리역 방향 승강장 2-3 출입구 앞,지하,2,지하,1,13,1000.00,,
,인천1호선,인천시청,IC,I1,124,9,(1F) 9번 출입구 근처(B1) 임대상가 옆(B2) 예술회관역 방향 승강장 7-2 출입문 앞,지하,2,지상,1,15,1000.00,,
,인천1호선,예술회관,IC,I1,125,,(B1) 기능실 복도 앞(B2) 기능실 복도 앞(B3) 인천시청역 방향 승강장 2-4 출입문 앞,지하,3,지하,1,13,1000.00,,
,인천1호선,예술회관,IC,I1,125,8,(1F) 8번 출입구 방향(B1) 기능실 복도 옆(B2) 화장실 앞(B3) 인천터미널역 방향 승강장 7-1 출입문 앞,지하,3,지상,1,15,1000.00,,
,인천1호선,인천터미널,IC,I1,126,4,(1F) 4번 출입구 옆(B1) 대합실 백화점 방향(B2) 예술회관역 방향 승강장 5-1 출입문 앞,지하,2,지상,1,15,1000.00,,
,인천1호선,인천터미널,IC,I1,126,,(B1) 6번 출입구 방향(B2) 문학경기장역 방향 승강장 4-4 출입문 앞,지하,2,지하,1,15,1000.00,,
,5호선,오금,S1,5,2558,내부,환승통로(방화 방면),지하,3,지하,2,15,1000.00,,
,5호선,오금,S1,5,2558,내부,환승통로(마천 방면),지하,3,지하,2,15,1000.00,,
,인천1호선,문학경기장,IC,I1,127,,(B1) 대합실(B2) 인천터미널역 방향 승강장 1-3 출입문 앞,지하,2,지하,1,13,1000.00,,
,인천1호선,문학경기장,IC,I1,127,,(B1) 대합실(B2) 선학역 방향 승강장 8-1 출입문 앞,지하,2,지하,1,13,1000.00,,
,4호선,신용산,S1,4,429,4,4번 출구 측,지하,1,지상,1,15,1000.00,,
,4호선,이촌(국립중앙박물관),S1,4,430,내부,신용산 방면8-1,지하,2,지하,1,15,1000.00,,
,4호선,이촌(국립중앙박물관),S1,4,430,내부,동작 방면3-3,지하,2,지하,1,15,1000.00,,
,4호선,이촌(국립중앙박물관),S1,4,430,1,1번 출구 측,지하,1,지상,1,15,1000.00,,
,4호선,이촌(국립중앙박물관),S1,4,430,2,2번 출구 측,지하,1,지상,1,17,1150.00,,
,4호선,동작(현충원),S1,4,431,내부,이촌 방면7-4,지상,2,지상,3,10,750.00,,
,4호선,동작(현충원),S1,4,431,내부,총신대입구 방면4-4,지상,1,지상,3,11,1000.00,,
,4호선,총신대입구(이수),S1,4,432,내부,동작 방면7-3,지하,2,지하,1,15,1000.00,,
,4호선,총신대입구(이수),S1,4,432,내부,사당 방면8-3,지하,2,지하,1,15,1000.00,,
,4호선,총신대입구(이수),S1,4,432,1,1번 출구 측,지하,1,지상,1,15,1000.00,,
,5호선,고덕,S1,5,2553,2,2번 출구 측(역사 화장실 앞),지하,1,지상,1,15,1000.00,,
,5호선,고덕,S1,5,2553,"4,5","4,5번 출구 사이",지하,1,지상,1,24,1600.00,,
,5호선,상일동,S1,5,2554,1,"1,2번 출구 사이",지하,2,지상,1,15,1000.00,,
,5호선,상일동,S1,5,2554,3,"3,4번 출구 사이",지하,2,지상,1,15,1000.00,,
,5호선,상일동,S1,5,2554,5,"5,6번 출구 사이",지하,1,지상,1,15,1000.00,,
,5호선,상일동,S1,5,2554,8,"7,8번 출구 사이",지하,2,지상,1,15,1000.00,,
,인천1호선,문학경기장,IC,I1,127,2,(1F) 2번 출입구 앞(B1) 고객안내센터 옆 대합실,지하,1,지상,1,13,1000.00,,
,인천1호선,선학,IC,I1,128,,(B1) 대합실 표 내는 곳 앞(B2) 문학경기장역 방향 승강장 5-4 출입문 앞,지하,2,지하,1,13,1000.00,,
,인천1호선,지식정보단지,IC,I1,135,3,(B1) 3번 출입구 방향(1F) 상가건물 앞 ,지하,1,지상,1,15,1000.00,,
,인천1호선,국제업무지구,IC,I1,138,,(B2) 센트럴파크역 방향 승강장 6-2 열차 출입문 앞(B1) 센트럴파크역 방향 열차 승강장 방향,지하,2,지하,1,18,1190.00,,
,2호선,홍대입구,S1,2,239,8,8번 출구 측,지하,1,지상,1,15,1000.00,,
,인천1호선,국제업무지구,IC,I1,138,,(B2) 송도달빛축제공원역 방향 승강장 3-3 열차 출입문 앞(B1) 송도달빛축제공원역 방향 열차 승강장 방향,지하,2,지하,1,18,1190.00,,
,2호선,사당,S1,2,226,14,14번 출구 측,지하,1,지상,1,15,1000.00,,
,2호선,사당,S1,2,226,6,6번 출구 측,지하,1,지상,1,15,1000.00,,
,2호선,낙성대,S1,2,227,내부,사당 방면8-2,지하,2,지하,1,15,1000.00,,
,2호선,낙성대,S1,2,227,내부,서울대입구 방면3-3,지하,2,지하,1,15,1000.00,,
,2호선,낙성대,S1,2,227,6,6번 출구 측,지하,1,지상,1,15,1000.00,,
,2호선,서울대입구(관악구청),S1,2,228,내부,"봉천 방면6-2, 낙성대 방면5-3",지하,2,지하,1,11,750.00,,
,2호선,서울대입구(관악구청),S1,2,228,6,6번 출구 측,지하,1,지상,1,9,750.00,,
,2호선,서울대입구(관악구청),S1,2,228,2,2번 출구 측,지하,1,지상,1,9,750.00,,
,2호선,봉천,S1,2,229,내부,"신림 방면4-4, 서울대 방면7-4",지하,2,지하,1,10,750.00,,
,2호선,봉천,S1,2,229,4,4번 출구 측,지하,1,지상,1,15,750.00,,
,2호선,신림,S1,2,230,내부,"신대방 방면2-3, 봉천 방면7-4",지하,2,지하,1,15,1000.00,,
,2호선,신림,S1,2,230,1,1번 출구 측,지하,1,지상,1,15,1000.00,,
,2호선,신림,S1,2,230,5,5번 출구 측,지하,1,지상,1,15,1000.00,,
,2호선,신대방,S1,2,231,내부,신림방면 3-4,지상,2,지상,3,11,750.00,,
,6호선,태릉입구,S1,6,2646,6,6번 출구 측,지하,1,지상,1,15,1000.00,,
,4호선,총신대입구(이수),S1,4,432,14,14번 출구 측,지하,1,지상,1,15,1000.00,,
,2호선,신대방,S1,2,231,내부,구로디지털단지 방면8-1,지상,2,지상,3,11,750.00,,
,2호선,신대방,S1,2,231,1,1번 출구 측,지상,1,지상,2,11,750.00,,
,2호선,구로디지털단지,S1,2,232,1,신대방 방면3-4,지상,1,지상,2,11,1000.00,,
,2호선,구로디지털단지,S1,2,232,내부,대림 방면7-4,지상,2,지상,3,11,1000.00,,
,2호선,구로디지털단지,S1,2,232,6,6번 출구 측,지상,2,지상,3,11,1000.00,,
,2호선,구로디지털단지,S1,2,232,"2,3","2,3번 출구 사이",지상,1,지상,2,21,1600.00,,
,3호선,압구정,S1,3,326,2,2번 출구 측,지하,1,지상,1,15,1000.00,,
,2호선,대림(구로구청),S1,2,233,내부,구로디지털단지 방면3-2,지상,2,지상,3,15,1000.00,,
,2호선,대림(구로구청),S1,2,233,내부,신도림 방면8-3,지상,2,지상,3,15,1000.00,,
,2호선,대림(구로구청),S1,2,233,7,7번 출구 측,지상,1,지상,2,15,1000.00,,
,5호선,상일동,S1,5,2554,내부,고덕방면(6-1),지하,1,지하,2,11,825.00,,
,5호선,상일동,S1,5,2554,내부,강일방면(3-4),지하,1,지하,2,11,825.00,,
,5호선,둔촌동,S1,5,2555,내부,강동 방면5-1,지하,2,지하,1,15,1000.00,,
,5호선,둔촌동,S1,5,2555,내부,올림픽공원 방면5-1,지하,2,지하,1,15,1000.00,,
,5호선,둔촌동,S1,5,2555,"3,4","3,4번 출구 사이",지하,1,지상,1,11,750.00,,
,5호선,올림픽공원(한국체대),S1,5,2556,내부,둔촌동 방면3-2,지하,3,지하,2,15,1000.00,,
,5호선,올림픽공원(한국체대),S1,5,2556,내부,방이 방면6-3,지하,3,지하,2,15,1000.00,,
,5호선,올림픽공원(한국체대),S1,5,2556,2,2번 출구 측,지하,2,지상,1,15,1000.00,,
,5호선,방이,S1,5,2557,내부,올림픽공원 방면4-4,지하,2,지하,1,15,1000.00,,
,5호선,방이,S1,5,2557,내부,방이 방면5-1,지하,2,지하,1,15,1000.00,,
,5호선,방이,S1,5,2557,3,3번 출구 측,지하,1,지상,1,15,1000.00,,
,5호선,오금,S1,5,2558,내부,방이 방면4-4,지하,2,지하,1,15,1000.00,,
,5호선,오금,S1,5,2558,내부,개롱 방면5-1,지하,2,지하,1,15,1000.00,,
,5호선,오금,S1,5,2558,5,5번 출구 측,지하,1,지상,1,15,1000.00,,
,5호선,개롱,S1,5,2559,내부,오금 방면5-1,지하,2,지하,1,15,1000.00,,
,5호선,개롱,S1,5,2559,내부,거여 방면4-4,지하,2,지하,1,15,1000.00,,
,5호선,개롱,S1,5,2559,"3,4","3,4번 출구 사이",지하,1,지상,1,15,1000.00,,
,5호선,거여,S1,5,2560,내부,개롱 방면6-2,지하,2,지하,1,15,1000.00,,
,5호선,거여,S1,5,2560,내부,마천 방면3-2,지하,2,지하,1,15,1000.00,,
,5호선,거여,S1,5,2560,2,2번 출구 측,지하,1,지상,1,15,1000.00,,
,5호선,마천,S1,5,2561,내부,마천 방면5-2,지하,4,지하,2,15,1000.00,,
,5호선,마천,S1,5,2561,내부,거여 방면4-3,지하,4,지하,1,13,1000.00,,
,5호선,마천,S1,5,2561,1,1번 출구 측,지상,1,지하,1,13,1000.00,,
,5호선,강일,S1,5,2562,내부,상일동 방면1-2,지하,3,지하,2,24,1600.00,,
,5호선,강일,S1,5,2562,내부,미사 방면8-3,지하,3,지하,2,24,1600.00,,
,5호선,강일,S1,5,2562,내부,상일동 방면8-3,지하,3,지하,1,24,1600.00,,
,5호선,강일,S1,5,2562,내부,미사 방면1-2,지하,3,지하,1,24,1600.00,,
,5호선,강일,S1,5,2562,1,1번 출구 측,지하,2,지상,1,24,1600.00,,
,5호선,강일,S1,5,2562,2,2번 출구 측,지하,2,지상,1,24,1600.00,,
,2호선,대림(구로구청),S1,2,233,4,4번 출구 측,지상,1,지상,2,15,1000.00,,
,5호선,강일,S1,5,2562,3,3번 출구 측,지하,2,지상,1,24,1600.00,,
,2호선,신도림,S1,2,234,,(2층)-5번출입구 에스컬레이터 뒤쪽,지하,1,지상,2,17,1150.00,,
,2호선,신도림,S1,2,234,내부,"대림 방면4-4, 문래 방면7-4",지하,2,지하,1,15,1000.00,,
,2호선,신도림,S1,2,234,내부,대림 방면3-2,지하,2,지하,1,15,1000.00,,
,2호선,신도림,S1,2,234,1,1번 출구 측,지하,1,지상,2,17,1150.00,,
,2호선,신도림,S1,2,234,2,2번 출구 측,지하,1,지상,1,15,1000.00,,
,2호선,문래,S1,2,235,내부,신도림 방면7-4,지하,2,지하,1,15,1000.00,,
,인천1호선,국제업무지구,IC,I1,138,"1,2","(B1) 1번, 2번 출입구 방향(1F) 2번 출입구 뒤",지하,1,지상,1,18,1190.00,,
,2호선,문래,S1,2,235,내부,영등포구청 방면4-1,지하,2,지하,1,15,1000.00,,
,인천1호선,국제업무지구,IC,I1,138,5,(B1) 5번 출입구 방향(1F) 5번 출입구 뒤,지하,1,지상,1,18,1190.00,,
