철도운영기관명,선명,역명,철도운영기관코드,선코드,역코드,출입구번호,위치,시작층명,시작운행층수,종료층명,종료운행층수,정원수,정원무게,승강기상태,승강기번호
,9호선,개화,S9,9,0901,2,(1F) 2번출구 옆(2F) 편의점 앞,지상,1,지상,2,15,1000.00,,
,9호선,김포공항,S9,9,0902,,(B1) 안전관리실 옆(B3) 상부본선 승강장 4-2 지점,지하,3,지하,1,15,1000.00,,
,9호선,김포공항,S9,9,0902,,(B1) 안전관리실 앞(B4) 하선 승강장 1-1 지점,지하,4,지하,1,15,1000.00,,
,9호선,김포공항,S9,9,0902,,(B1) 안전관리실 앞(B4) 하선 승강장 1-1 지점,지하,4,지하,1,15,1000.00,,
,9호선,공항시장,S9,9,0903,,"(B1)대합실 표내는 곳 방향 좌측(개화,김포공항역 방면)(B4)하선승강장 6-2 출입구 앞",지하,4,지하,1,15,1000.00,,
,7호선,내방,S1,7,2737,5,5번 출구 측,지하,1,지상,1,24,1600.00,,
,7호선,청담,S1,7,2731,5,5번 출구 측,지하,3,지상,1,15,1000.00,,
,6호선,상수,S1,6,2624,3,3번 출구 측,지하,1,지상,1,15,1000.00,,
,1호선,동대문,S1,1,155,6,6번 출구 측,지하,1,지상,1,15,1000.00,,
,서해선,선부,SW,WS,S25,,"(B1) 표내는곳 내 계단 옆, 발매기 옆(B2) 소사역 방향 승강장 3-4와 4-1 출입문 사이",지하,2,지하,1,15,1000.00,,
,서해선,선부,SW,WS,S25,,"(B1) 표내는곳 내 계단 옆, 씨유 편의점 옆(B2) 원시역 방향 승강장 3-4와 4-1 출입문 사이",지하,2,지하,1,15,1000.00,,
,서해선,선부,SW,WS,S25,"1,2","(1F) 1,2번 출입구 옆(M) 2번 출구 옆 나무데크 정면 방향(B1) 1,2번 출입구 통로",지하,1,지상,1,15,1000.00,,
,서해선,선부,SW,WS,S25,4,(1F) 4번 출입구 옆(B1) 4번 출입구 방풍문 옆,지하,1,지상,1,15,1000.00,,
,서해선,초지,SW,WS,S26,,(B3) 맞이방 측 연결통로/ (B4) 선부역 방향 승강장,지하,4,지하,1,15,1000.00,,
,서해선,초지,SW,WS,S26,,(B2) 5번 출구 측 맞이방 / (B4)선부역 방향 승강장,지하,4,지하,1,15,1000.00,,
,서해선,초지,SW,WS,S26,,(B3) 맞이방 측 연결통로 / (B4) 시우역 방향 승강장,지하,4,지하,1,15,1000.00,,
,서해선,초지,SW,WS,S26,,(B2) 5번 출구 측 맞이방 / (B4) 시우역 방향 승강장,지하,4,지하,1,15,1000.00,,
,9호선,샛강,S9,9,0916,,지하2층 대합실 및 지하1층 대합실 간,지하,2,지하,1,,450.00,,
,9호선,신방화,S9,9,0904,,(B1) 개화역 방향 개찰구 앞(B2) 개화역 방향 승강장 3-1 출입문 앞,지하,2,지하,1,15,1000.00,,
,9호선,노들,S9,9,0918,,(B2) 흑석역 방향 승강장 4-4 출입문 앞(B1) 표내는 곳 내측 대합실 흑석역 승강장 방향,지하,2,지하,1,15,1000.00,,
,9호선,노들,S9,9,0918,1,"(1F) 1, 5번 출입구 사이 중간 지점(B1) 1번출구 방향 국민은행 ATM기 옆",지하,1,지상,1,15,1000.00,,
,9호선,노들,S9,9,0918,4,"(중층) 3, 4번 출입구 연결 통로(B1) 3, 4번 출구 방향, 에스컬레이터 9, 10호기 옆",지하,1,지하,1,15,1000.00,,
,9호선,노들,S9,9,0918,3,(1F) 3번 출입구 뒤(중층) 3번출입구 방향,지하,1,지상,1,15,1000.00,,
,9호선,노들,S9,9,0918,5,(1F) 5번 출입구 뒤(B1) 5번 출입구 방향,지하,1,지상,1,15,1000.00,,
,9호선,흑석(중앙대입구),S9,9,0919,,(B2) 노들역 방향 승강장 3-3 출입구 앞(B1) 표 내는 곳 방향,지하,2,지하,1,15,1000.00,,
,9호선,흑석(중앙대입구),S9,9,0919,,(B2) 동작역 방향 승강장 4-2 출입구 앞(B1) 표 내는 곳 방향,지하,2,지하,1,15,1000.00,,
,9호선,흑석(중앙대입구),S9,9,0919,"1,2","(1F) 1,2번 출입구 사이(B1) 표내는 곳 방향, 2번 출입구 방향",지하,1,지상,1,15,1000.00,,
,9호선,흑석(중앙대입구),S9,9,0919,"3,4","(1F) 3,4번 출입구 사이(B1) 표내는곳 방향, 3,4번 출입구 방향",지하,1,지상,1,15,1000.00,,
,9호선,동작(현충원),S9,9,0920,,"(B2) 표내는 곳 앞, 5~9번 출입구 방향(B3) 흑석역방향 승강장 2-1 출입문 앞",지하,3,지하,2,15,1000.00,,
,1호선,봉명,KR,1,P170,,1F 천안역 방향 승강장 6-3,지상,1,지상,2,17,1150.00,,
,9호선,동작(현충원),S9,9,0920,,"(B2) 표내는 곳 앞, 5~9번 출입구 방향(B3) 구반포역방향 승강장 5-3 출입문 앞",지하,3,지하,2,15,1000.00,,
,9호선,동작(현충원),S9,9,0920,,"(B2) 4,9호선 환승통로, 1번~9번 출입구 방향(B3) 흑석역방향 승강장 6-2 출입문 앞",지하,3,지하,2,15,1000.00,,
,7호선,내방,S1,7,2737,내부,고속터미널 방면 5-2,지하,3,지하,2,15,1000.00,,
,9호선,동작(현충원),S9,9,0920,,"(B2) 4,9호선 환승통로, 1번~9번 출입구 방향(B3) 구반포역방향 승강장 1-2 출입문 앞",지하,3,지하,2,15,1000.00,,
,7호선,내방,S1,7,2737,내부,대합실(고객상담실 앞),지하,2,지하,1,15,1000.00,,
,8호선,장지,S1,8,2820,내부,복정 방면3-4,지하,2,지하,1,11,750.00,,
,9호선,동작(현충원),S9,9,0920,5,"(1F) 5번출입구 옆(B1) 5번~8번 출입구 방향(B2) 9호선 표내는 곳 방향, 5번~8번 출입구 방향",지하,2,지상,1,15,1000.00,,
,9호선,동작(현충원),S9,9,0920,,"(B2) 9호선 환승방향, 5번~9번 출입구 방향(1F) 환승 표내는곳 앞, 1번~4번 출입구 방향",지하,2,지상,1,15,1000.00,,
,9호선,동작(현충원),S9,9,0920,7,(B1) 7번~8번 출입구 방향(1F) 7번~8번 출입구 사이,지하,1,지상,1,15,1000.00,,
,9호선,구반포,S9,9,0921,,(B1) 표내는 곳 방향(B2) 동작역 방향 승강장 2-1 출입문 앞,지하,3,지하,2,15,1000.00,,
,9호선,구반포,S9,9,0921,,(B1) 표내는 곳 방향(B2) 고속터미널역 방향 승강장 5-4 출입문 앞,지하,3,지하,2,15,1000.00,,
,9호선,구반포,S9,9,0921,"2,3",(1F) 2번~3번 출입구 사이(B1) 기능실1 출입문 앞,지하,2,지상,1,15,1000.00,,
,9호선,신반포,S9,9,0922,,(B1) 표내는 곳 방향 (B2) 구반포 방향 승강장 3-4 출입문 앞,지하,2,지하,1,15,1000.00,,
,9호선,신반포,S9,9,0922,,(B1) 표내는 곳 방향 (B2) 고속터미널 방향 승강장 3-4 출입문 앞,지하,2,지하,1,15,1000.00,,
,9호선,신반포,S9,9,0922,"1,2","(1F) 1번,2번 출입구 사이(B1) 1번,2번 출구 방향",지하,1,지상,1,15,1000.00,,
,9호선,신반포,S9,9,0922,"3,4","(1F) 3번,4번 출입구 사이(B1) 3번 출구 방향",지하,1,지상,1,15,1000.00,,
,9호선,고속터미널,S9,9,0923,,(B2) 9호선 안전관리실 뒤(B4) 전기실 옆(B5) 신반포역 방향 승강장 4-4 출입문 앞,지하,5,지하,2,15,1000.00,,
,5호선,종로3가(탑골공원),S1,5,2535,내부,"환승통로(1,3호선)",지하,4,지하,1,15,1000.00,,
,9호선,고속터미널,S9,9,0923,,(B2) 표내는곳 화장실 옆(B4) 공연장 앞 (B5) 사평역 방면 승강장 1-1 출입문 앞 ,지하,5,지하,2,15,1000.00,,
,9호선,고속터미널,S9,9,0923,1,(1F) 1번출입구 뒤 반포지구대 앞(B1) 1번출구 방향(B2) 표내는곳 옆,지하,2,지상,1,15,1000.00,,
,9호선,고속터미널,S9,9,0923,81,(1F) 8-1번 출입구 뒤(B1) 8-1번 출구(B1) 옆 (B2) PS실 출입문 옆,지하,2,지상,1,15,1000.00,,
,9호선,고속터미널,S9,9,0923,,지하상가 및 지하1층 대합실 간,지하,1,지하,1,,400.00,,
,9호선,사평,S9,9,0924,,(B1) 표내는곳 방향(B2) 고속터미널역 방향 중층 연결통로(B3) 고속터미널역 방향 승강장 4-2 출입문 앞,지하,3,지하,1,15,1000.00,,
,9호선,사평,S9,9,0924,,(B1) 표내는곳 방향(B2) 신논현역 방향 중층 연결통로(B3) 신논현역 방향 승강장 4-1 출입문 앞,지하,3,지하,1,15,1000.00,,
,9호선,사평,S9,9,0924,1,"(1F) 1번 출입구 사평로 방향(M1) 1번 출입구 옆(B1) 1번 출구 방향, 화장실 방향",지하,1,지상,1,15,1000.00,,
,9호선,사평,S9,9,0924,2,(1F) 2번 출입구 앞(B1) 2번출구 방향,지하,1,지상,1,15,1000.00,,
,9호선,신논현,S9,9,0925,,(B2) 표내는 곳 방향(B3) 신분당선 연결통로(B4) 고속터미널 방향(급행) 승강장 3-4 출입문 앞,지하,4,지하,2,15,1000.00,,
,9호선,신논현,S9,9,0925,,(B2) 표내는 곳 방향(B3) 신분당선 연결통로(B4) 언주역 방향 승강장 4-1 출입문 앞,지하,4,지하,2,15,1000.00,,
,9호선,신논현,S9,9,0925,"1,2","(1F) 1,2번 출입구 사이 사평역 방향(B2) 2번출구 방향",지하,2,지상,1,15,1000.00,,
,9호선,신논현,S9,9,0925,"8,9","(1F)  8,9번 출입구 사이 교보타워 앞(B2) 8번출구 방향",지하,2,지상,1,15,1000.00,,
,7호선,청담,S1,7,2731,10,10번 출구 측,지하,3,지상,1,15,1000.00,,
,7호선,청담,S1,7,2731,내부,장암방면(7-4),지하,3,지하,3,10,800.00,,
,7호선,청담,S1,7,2731,내부,석남방면(2-1),지하,4,지하,4,10,800.00,,
,7호선,강남구청,S1,7,2732,내부,청담 방면1-1,지하,3,지하,2,15,1000.00,,
,7호선,강남구청,S1,7,2732,내부,학동 방면8-4,지하,3,지하,2,15,1000.00,,
,7호선,학동,S1,7,2733,내부,강남구청 방면4-4,지하,3,지하,2,15,1000.00,,
,7호선,학동,S1,7,2733,내부,논현 방면5-1,지하,3,지하,2,15,1000.00,,
,7호선,학동,S1,7,2733,3,3번 출구 측,지하,2,지상,1,15,1000.00,,
,7호선,논현,S1,7,2734,내부,학동 방면7-4,지하,3,지하,2,15,1000.00,,
,7호선,논현,S1,7,2734,내부,반포 방면2-1,지하,3,지하,2,15,1000.00,,
,7호선,논현,S1,7,2734,8,10번 출구 측,지하,2,지상,1,11,750.00,,
,7호선,반포,S1,7,2735,내부,논현 방면5-1,지하,3,지하,2,15,1000.00,,
,7호선,반포,S1,7,2735,내부,고속터미널 방면4-4,지하,3,지하,2,15,1000.00,,
,7호선,반포,S1,7,2735,6,6번 출구 측,지하,2,지상,1,15,1000.00,,
,7호선,반포,S1,7,2735,1,1번 출구 측,지하,2,지상,1,15,1000.00,,
,7호선,고속터미널,S1,7,2736,내부,반포 방면3-3,지하,3,지하,2,15,1000.00,,
,7호선,고속터미널,S1,7,2736,내부,내방 방면6-2,지하,3,지하,2,15,1000.00,,
,3호선,불광,S1,3,312,1,1번 출구 측,지하,1,지상,1,15,1000.00,,
,3호선,불광,S1,3,312,3,3번 출구 측,지하,1,지상,1,13,1000.00,,
,3호선,녹번,S1,3,313,내부,"불광 방면3-1, 홍제 방면8-4",지하,2,지하,1,15,1000.00,,
,2호선,합정,S1,2,238,내부,홍대입구 방면7-3,지하,2,지하,1,15,1000.00,,
,2호선,합정,S1,2,238,1,"1,2번 출구 사이",지하,1,지상,1,15,1000.00,,
,2호선,합정,S1,2,238,4,"3,4번 출구 사이",지하,1,지상,1,15,1000.00,,
,2호선,홍대입구,S1,2,239,내부,"합정 방면7-2, 신촌 방면4-3",지하,2,지하,1,15,1000.00,,
,6호선,효창공원앞,S1,6,2628,내부,대합실,지하,2,지하,1,15,1000.00,,
,5호선,공덕,S1,5,2530,내부,환승통로(6호선),지하,3,지하,1,15,1000.00,,
,5호선,공덕,S1,5,2530,2,2번 출구 측,지하,1,지상,1,15,1000.00,,
,5호선,애오개,S1,5,2531,내부,공덕 방면4-4,지하,4,지하,3,15,1000.00,,
,5호선,애오개,S1,5,2531,내부,충정로 방면5-1,지하,4,지하,3,15,1000.00,,
,5호선,애오개,S1,5,2531,내부,대합실(지하3층),지하,3,지하,1,15,1000.00,,
,5호선,애오개,S1,5,2531,2,2번 출구 측,지하,1,지상,1,15,1000.00,,
,5호선,애오개,S1,5,2531,3,3번 출구 측,지하,1,지상,1,24,1600.00,,
,5호선,충정로(경기대입구),S1,5,2532,내부,"애오개 방면3-3, 서대문 방면6-2",지하,5,지하,1,15,1000.00,,
,5호선,충정로(경기대입구),S1,5,2532,8,8번 출구 측,지하,1,지상,1,15,1000.00,,
,5호선,서대문,S1,5,2533,내부,"충정로 방면3-2, 광화문 방면6-3",지하,4,지하,1,15,1000.00,,
,5호선,서대문,S1,5,2533,2,2번 출구 측,지하,1,지상,1,15,1000.00,,
,5호선,서대문,S1,5,2533,6,"5,6번 출구 사이",지하,1,지상,1,15,1000.00,,
,5호선,광화문(세종문화회관),S1,5,2534,1,"서대문 방면1-1, 종로3가 방면8-4",지하,2,지상,1,15,1000.00,,
,5호선,광화문(세종문화회관),S1,5,2534,내부,8번 출구 측,지하,4,지하,2,15,1000.00,,
,5호선,종로3가(탑골공원),S1,5,2535,내부,광화문방면(8-4),지하,4,지하,5,10,750.00,,
,5호선,을지로4가,S1,5,2536,내부,환승통로(2호선 시청방향),지하,5,지하,1,15,1000.00,,
,5호선,동대문역사문화공원,S1,5,2537,내부,"대합실(6,7번 출구 사이)",지하,4,지하,1,15,1000.00,,
,공항철도,마곡나루,AR,A1,A042,,(B1) 표내는 곳 내 계단 옆(B3) 김포공항 방향 승강장 3-1 출입문 앞,지하,3,지하,1,24,1600.00,,
,공항철도,마곡나루,AR,A1,A042,"3,4",(B1) LG 아트센터 연결통로(B3) 3번/4번 출입구 사이 엘리베이터,지하,1,지상,1,24,1600.00,,
,6호선,월드컵경기장(성산),S1,6,2620,2,2번 출구 측,지하,2,지상,1,15,1000.00,,
,6호선,마포구청,S1,6,2621,내부,월드컵경기장 방면1-1,지하,3,지하,2,15,1000.00,,
,6호선,마포구청,S1,6,2621,내부,망원 방면8-4,지하,3,지하,2,15,1000.00,,
,6호선,마포구청,S1,6,2621,8,8번 출구 측,지하,2,지상,1,15,1000.00,,
,6호선,마포구청,S1,6,2621,2,2번 출구 측,지하,2,지상,1,24,1600.00,,
,6호선,망원,S1,6,2622,내부,마포구청 방면5-1,지하,2,지하,1,15,1000.00,,
,6호선,망원,S1,6,2622,2,"2번 출구 측, 합정 방면4-4",지하,2,지상,1,15,1000.00,,
,6호선,합정,S1,6,2623,내부,망원 방면4-2,지하,4,지하,1,15,1000.00,,
,6호선,합정,S1,6,2623,내부,상수 방면6-2,지하,4,지하,3,15,1000.00,,
,6호선,합정,S1,6,2623,6,6번 출구 측,지하,1,지상,1,15,1000.00,,
,6호선,상수,S1,6,2624,내부,"합정 방면4-4, 광흥창 방면5-1",지하,3,지하,2,15,1000.00,,
,6호선,상수,S1,6,2624,내부,대합실,지하,2,지하,1,13,1000.00,,
,6호선,광흥창(서강),S1,6,2625,1,1번 출구 측,지하,2,지상,1,15,1000.00,,
,6호선,광흥창(서강),S1,6,2625,내부,"상수 방면1-2, 대흥 방면8-3",지하,3,지하,2,15,1000.00,,
,6호선,광흥창(서강),S1,6,2625,4,4번 출구 측,지하,1,지상,1,24,1600.00,,
,인천2호선,가정중앙시장,IC,I2,212,1,(B1) 대합실 1번 출입구 방향(1F) 1번 출입구 인근,지하,1,지상,1,17,1150.00,,
,인천2호선,가정중앙시장,IC,I2,212,2,(B1) 대합실 2번 출입구 방향(1F) 2번 출입구 인근,지하,1,지상,1,17,1150.00,,
,인천2호선,가정중앙시장,IC,I2,212,2,(B1) 대합실 2번 출입구 방향(1F) 2번 출입구 인근,지하,1,지상,1,17,1150.00,,
,인천2호선,석남,IC,I2,213,,(B2) 가정중앙시장역 방향 승강장 1-3 출입문 앞(B1) 대합실 상선 방향,지하,2,지하,1,17,1150.00,,
,인천2호선,석남,IC,I2,213,,(B2) 서부여성회관역 방향 승강장 1-3 출입문 앞(B1) 대합실 하선 방향,지하,2,지하,1,17,1150.00,,
,인천2호선,석남,IC,I2,213,1,(B1) 대합실 1번 출입구 방향(1F) 1번 출입구 인근,지하,1,지상,1,17,1150.00,,
,김포골드라인,운양,GM,G1,G104,4,(1F) 운양역 4번 출구 앞(B1) 대합실 표 내는 곳,지하,1,지상,1,17,1150.00,,
,7호선,고속터미널,S1,7,2736,4,4번 출구 측,지하,2,지상,1,15,1000.00,,
,인천2호선,석남,IC,I2,213,1,(B1) 대합실 1번 출입구 방향(1F) 1번 출입구 인근,지하,1,지상,1,17,1150.00,,
,인천2호선,석남,IC,I2,213,2,(B1) 대합실 2번 출입구 방향(1F) 2번 출입구 인근,지하,1,지상,1,17,1150.00,,
,인천2호선,석남,IC,I2,213,2,(B1) 대합실 2번 출입구 방향(1F) 2번 출입구 인근,지하,1,지상,1,17,1150.00,,
,인천2호선,서부여성회관,IC,I2,214,,(B2) 석남역 방향 승강장 1-3 출입문 앞(B1) 대합실 상선 방향,지하,2,지하,1,17,1150.00,,
,인천2호선,서부여성회관,IC,I2,214,,(B2) 인천가좌역 방향 승강장 1-3 출입문 앞(B1) 대합실 하선 방향,지하,2,지하,1,17,1150.00,,
,인천2호선,서부여성회관,IC,I2,214,1,(B1) 대합실 1번 출입구 방향(1F) 1번 출입구 인근,지하,1,지상,1,17,1150.00,,
,인천2호선,서부여성회관,IC,I2,214,1,(B1) 대합실 1번 출입구 방향(1F) 1번 출입구 인근,지하,1,지상,1,17,1150.00,,
,인천2호선,주안,IC,I2,218,,(B3) 시민공원역 방향 승강장 1-3 출입문 앞(B1) 대합실 코레일 방향,지하,3,지하,1,17,1150.00,,
,인천2호선,주안,IC,I2,218,6,(B1) 대합실 6번 출입구 방향(1F) 6번 출입구 근처,지하,1,지상,1,17,1150.00,,
,2호선,신촌,S1,2,240,6,6번 출구 측,지하,1,지상,1,15,1000.00,,
,인천2호선,석바위시장,IC,I2,220,1,(B1) 고객안내센터 옆(1F) 1번 출입구 근처,지하,1,지상,1,17,1150.00,,
,인천2호선,석바위시장,IC,I2,220,2,(B1) 고객안내센터 옆(1F) 2번 출입구 근처,지하,1,지상,1,17,1150.00,,
,인천2호선,인천시청,IC,I2,221,,"(B2) 석바위시장역 방향 승강장 1-3 출입문 앞 (B1) 에스컬레이터 1,2호기 옆",지하,2,지하,1,17,1150.00,,
,인천2호선,인천시청,IC,I2,221,,"(B2) 석천사거리역 방향 승강장 1-3 출입문 앞 (B1) 에스컬레이터 3,4호기 옆",지하,2,지하,1,17,1150.00,,
,인천2호선,인천시청,IC,I2,221,,(B4)간석오거리역 방향 승강장 8-4 출입문 뒤 (B3) 에스컬레이터 5호기 옆,지하,4,지하,3,17,1150.00,,
,6호선,약수,S1,6,2634,내부,대합실,지하,2,지하,1,15,1000.00,,
,인천2호선,인천시청,IC,I2,221,,(B4)예술회관역 방향 승강장 1-1 출입문 앞 (B3) 에스컬레이터 6호기 옆,지하,4,지하,3,17,1150.00,,
,1호선,금정,KR,1,P149,"1,2","(2F) 1,2번 출입구 방향(1F) 역사 밖",지상,1,지상,2,17,1275.00,,
,수인분당,소래포구,KR,K1,K261,1,(1F) 북측 ,지상,1,지상,3,15,1000.00,,
,수인분당,월곶,KR,K1,K260,1,"(1F) 남쪽 표내는곳 옆, 오이도방향(2F) 오이도방향 5-3 출입문 앞",지상,1,지상,2,15,1000.00,,
,인천1호선,부평삼거리,IC,I1,122,2,(1F) 2번 출입구 앞(B1) 고객안내센터 맞은편,지하,1,지상,1,17,1150.00,,
,4호선,이촌(국립중앙박물관),S1,4,430,1,환승통로,지하,1,지상,1,21,1600.00,,
,인천1호선,부평삼거리,IC,I1,122,,(B1) 고객안내센터 맞은편(B4) 동수역 방향 승강장 7-2 출입문 앞,지하,1,지하,1,13,1000.00,,
,수인분당,서현,KR,K1,K228,,(B1) 표내는 곳 내 계단 옆(B2) 수내역 방향 승강장  6-4 출입문 앞,지하,2,지하,1,15,1050.00,,
,6호선,태릉입구,S1,6,2646,8,8번 출구 측,지하,1,지상,1,15,1000.00,,
,수인분당,서현,KR,K1,K228,,(B1) 표내는 곳 내 계단 옆(B2) 이매역 방향 승강장  3-2 출입문 앞,지하,2,지하,1,15,1050.00,,
,7호선,공릉(서울과학기술대),S1,7,2718,내부,태릉입구 방면1-1,지하,4,지하,1,15,1000.00,,
,7호선,공릉(서울과학기술대),S1,7,2718,2,2번 출구 측,지하,1,지상,1,11,750.00,,
,수인분당,정자,KR,K1,K230,,(1F) 4번출입구 옆(B1)맞이방 3번/4번출입구 중층 에스컬레이터 옆,지하,1,지상,1,15,1050.00,,
,수인분당,정자,KR,K1,K230,,(B1) 미금방향(하행)맞이방 남쪽 표내는 곳 앞(B2)미금방면(하행)승강장 2-1 위치,지하,2,지하,1,15,1050.00,,
,수인분당,정자,KR,K1,K230,,(B1) 수내방향(상행)맞이방 남쪽 표내는 곳 앞(B2)수내방면(상행)승강장 6-4 위치,지하,2,지하,1,15,1050.00,,
,5호선,신금호,S1,5,2539,내부,"청구 방면1-2, 행당 방면8-3",지하,8,지하,2,24,1600.00,,
,5호선,신금호,S1,5,2539,내부,"청구 방면1-2, 행당 방면8-3",지하,8,지하,2,24,1600.00,,
,5호선,신금호,S1,5,2539,3,고개안전실 측(지하2층),지하,2,지상,1,15,1000.00,,
,5호선,행당,S1,5,2540,내부,신금호 방면4-4,지하,5,지하,3,15,1000.00,,
,5호선,행당,S1,5,2540,내부,왕십리 방면5-1,지하,5,지하,4,15,1000.00,,
,5호선,행당,S1,5,2540,3,3번 출구 측,지하,3,지상,1,15,1000.00,,
,5호선,왕십리,S1,5,2541,4,4번 출구 측,지하,4,지상,1,15,1000.00,,
,5호선,왕십리,S1,5,2541,내부,행당 방면3-3,지하,5,지하,4,15,1000.00,,
,5호선,왕십리,S1,5,2541,내부,마장 방면6-2,지하,5,지하,4,15,1000.00,,
,5호선,마장,S1,5,2542,내부,왕십리 방면4-4,지하,3,지하,2,15,1000.00,,
,5호선,마장,S1,5,2542,내부,답십리 방면5-1,지하,3,지하,2,15,1000.00,,
,5호선,마장,S1,5,2542,2,2번 출구 측,지하,2,지상,1,15,1000.00,,
,3호선,신사,S1,3,327,1,1번 출구 측,지하,1,지상,1,15,1000.00,,
,8호선,송파,S1,8,2817,내부,석촌 방면3-4,지하,2,지하,1,11,750.00,,
,8호선,송파,S1,8,2817,내부,"가락시장 방면 3-4,4-1 사이",지하,2,지하,1,11,750.00,,
,8호선,송파,S1,8,2817,1,"1,2번 출구 사이",지하,1,지상,1,11,750.00,,
,8호선,송파,S1,8,2817,내부,4번 출구 측,지하,1,지상,1,15,1150.00,,
,8호선,가락시장,S1,8,2818,내부,송파 방면5-4,지하,2,지하,1,15,1000.00,,
,8호선,가락시장,S1,8,2818,내부,문정 방면2-3,지하,2,지하,1,15,1000.00,,
,8호선,가락시장,S1,8,2818,내부,환승통로(모란방면),지하,3,지하,2,15,1000.00,,
,8호선,가락시장,S1,8,2818,내부,환승통로(암사방면),지하,3,지하,2,15,1000.00,,
,8호선,가락시장,S1,8,2818,"1,2","1,2번 출구 사이",지하,2,지상,1,15,1000.00,,
,8호선,가락시장,S1,8,2818,"3,4","3,4번 출구 사이",지하,1,지상,1,15,1000.00,,
,8호선,문정,S1,8,2819,내부,가락시장 방면3-4,지하,2,지하,1,11,750.00,,
,8호선,문정,S1,8,2819,내부,장지 방면4-1,지하,2,지하,1,11,750.00,,
,8호선,문정,S1,8,2819,2,2번 출구 측,지하,1,지상,1,15,1000.00,,
,8호선,문정,S1,8,2819,4,4번 출구 측,지하,1,지상,1,24,1800.00,,
,8호선,장지,S1,8,2820,내부,문정 방면4-1,지하,2,지하,1,11,750.00,,
,수인분당,죽전(단국대),KR,K1,K233,,"(1F) 맞이방 발매기 옆, 1번 출입구 방향(B1) 지하주차장",지하,1,지상,2,15,1000.00,,
,수인분당,보정,KR,K1,K234,1,(B1) 1번/4번 출입구 통로 1번 출입구 방향(1F) 1번 출입구 뒤편,지하,1,지상,1,15,1000.00,,
,수인분당,보정,KR,K1,K234,4,(B1) 4번 출입구 앞(1F) 4번 출입구 뒤편,지하,1,지하,1,15,1000.00,,
,수인분당,보정,KR,K1,K234,,"(B3) 구성역 방향(하행) 승강장 7-4 출입문 앞, (B1) 1번/4번 출입구 방향 표 내는 곳 안쪽 우측",지하,3,지하,1,15,1000.00,,
,수인분당,보정,KR,K1,K234,,"(B3) 죽전역 방향(상행) 승강장 1-4 출입문 앞, (B1) 1번/4번 출입구 방향 표 내는 곳 안쪽 좌측",지하,3,지하,1,15,1000.00,,
,1호선,천안,KR,1,P169,2,"(1F) 7,8번 승강장(3F) 서부맞이방 개찰구 근처",지상,1,지상,3,13,1000.00,,
,5호선,답십리,S1,5,2543,내부,마장 방면4-4,지하,3,지하,2,15,1000.00,,
,1호선,천안,KR,1,P169,2,(1F) 2번 출입구(3F) 서부이동통로,지상,1,지상,3,20,1350.00,,
,1호선,봉명,KR,1,P170,2,1F 2번 출구 E/S 옆,지상,1,지상,2,17,1150.00,,
,1호선,봉명,KR,1,P170,,1F 신창역 방향 승강장 5-4,지상,1,지상,2,17,1150.00,,
,1호선,쌍용(나사렛대),KR,1,P171,1,(1F) 표내는 곳 내 좌측 계단 옆,지상,1,지상,2,17,1150.00,,
,1호선,쌍용(나사렛대),KR,1,P171,2,(1F) 표내는 곳 내 우측 계단 옆,지상,1,지상,2,17,1150.00,,
,1호선,아산,KR,1,P172,,아산역2층(상홈) - 천안아산역4층(하홈)환승통로,지상,2,지상,4,15,1000.00,,
,공항철도,서울역,AR,A1,A01,15,(2F)코레일출입구쪽 (1F)15번출구쪽 MB주차장쪽 (B1)공항철도7·8·9·10회의실앞 (B2)직통열차 표내는쪽 (B3)일반열차 표내는쪽,지하,3,지상,2,24,1600.00,,
,신분당선,동천,DX,D1,D14,1,(1F) 1번 출입구 옆(B1) 대합실,지하,1,지상,1,15,1000.00,,
,3호선,구파발,S1,3,310,내부,"지축 방면5-3, 연신내 방면6-2",지하,2,지하,1,15,1000.00,,
,공항철도,서울역,AR,A1,A01,,(B2) 직통열차 표 내는 곳 내부(B3) 운행하지 않는 층(B6) 운행하지 않는 층(B7) 직통열차 승강장 3-1 옆,지하,7,지하,2,24,1600.00,,
,공항철도,서울역,AR,A1,A01,,(B2) 직통열차 표 내는 곳 내부(B3) 운행하지 않는 층(B6) 운행하지 않는 층(B7) 직통열차 승강장 3-2 옆,지하,7,지하,2,24,1600.00,,
,5호선,하남시청(덕풍?신장),S1,5,2565,3,3번 출구 측,지하,2,지상,1,24,1800.00,,
,공항철도,서울역,AR,A1,A01,,(B3) 일반열차 표 내는 곳 내부(B6) 운행하지 않는 층(B7) 일반열차 공덕역 방향 승강장 4-3 옆 ,지하,7,지하,3,24,1600.00,,
,용인에버라인,기흥(백남준아트센터),EV,E1,Y110,8,(1F) 8번 출구 계단 옆(3F) 9번출구 표 내는 곳 앞,지상,1,지상,2,15,1000.00,,
,공항철도,서울역,AR,A1,A01,직원용,"(B1) 전철배전반실쪽 (B2)공항터미널 비상구내부 (B3)일반열차 대합실쪽 (B4)신호·통신기계실, 협력사사무실쪽 (B5/B6)공조기계실쪽",지하,6,지하,1,24,1600.00,,
,공항철도,서울역,AR,A1,A01,,(B1) 1호선 표 내는 곳 방향(B2) 환승통로 1호선 방향,지하,2,지하,1,17,1150.00,,
,신분당선,신논현,DX,D1,4306,6,(1F) 6번 출입구 뒤,지하,1,지상,1,17,1150.00,,
