연번,호선,역  명,관리번호(호기),(근접)출입구번호,시작층(상세위치),시작층(지상_지하),시작층(운행역층),종료층(지상_지하),종료층(운행역층),정원(인원수),정원(중량),승강기 일련번호,데이터 기준일자
856,8호선,남한산성입구,2,"3,4번출구",단대오거리 방면4-1,지하,3,지상,1,15,1000,2231-773,2026-02-11
857,8호선,단대오거리,1,내부,남한산성입구 방면2-4,지하,3,지하,1,15,1000,2116-586,2026-02-11
858,8호선,단대오거리,2,내부,신흥 방면5-1,지하,3,지하,1,15,1000,2116-587,2026-02-11
859,8호선,단대오거리,3,4번출구,4번 출구 측,지하,1,지상,1,15,1000,2116-588,2026-02-11
860,8호선,신흥,1,내부,단대오거리 방면4-1,지하,2,지하,1,11,750,2022-969,2026-02-11
861,8호선,신흥,2,내부,수진 방면3-4,지하,2,지하,1,11,750,2022-970,2026-02-11
862,8호선,수진,1,내부,신흥 방면3-4,지하,2,지하,1,11,750,2116-589,2026-02-11
863,8호선,수진,2,내부,모란 방면4-1,지하,2,지하,1,11,750,2116-590,2026-02-11
864,8호선,수진,3,3번출구,3번 출구 측,지하,1,지상,1,24,1600,2212-625,2026-02-11
865,8호선,모란(8),1,내부,수진 방면5-2,지하,3,지하,1,15,1000,2116-583,2026-02-11
866,8호선,모란(8),2,내부,모란 방면2-3,지하,3,지하,2,15,1000,2116-584,2026-02-11
867,8호선,모란(8),3,11번출구,11번 출구 측,지하,1,지상,1,15,1000,2116-585,2026-02-11
